links,title,subur_name,unit_mly_jan,unit_mly_feb,unit_mly_mar,unit_mly_apr,unit_mly_may,unit_mly_jun,unit_mly_jul,unit_mly_aug,unit_mly_sep,unit_mly_oct,unit_mly_nov,unit_mly_dec,unit_mly_p_jan,unit_mly_p_feb,unit_mly_p_mar,unit_mly_p_apr,unit_mly_p_may,unit_mly_p_jun,unit_mly_p_jul,unit_mly_p_aug,unit_mly_p_sep,unit_mly_p_oct,unit_mly_p_nov,unit_mly_p_dec,unit_mly_nos_jan,unit_mly_nos_feb,unit_mly_nos_mar,unit_mly_nos_apr,unit_mly_nos_may,unit_mly_nos_jun,unit_mly_nos_jul,unit_mly_nos_aug,unit_mly_nos_sep,unit_mly_nos_oct,unit_mly_nos_nov,unit_mly_nos_dec
https://www.realestate.com.au/neighbourhoods/Carmel-6076-wa,Carmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Carramar-6031-wa,Carramar,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,313000,390000,236000,307500,307500,307500,307500,307500,307500,307500,195000,195000,6,5,3,2,2,2,2,2,2,2,1,1
https://www.realestate.com.au/neighbourhoods/Casuarina-6167-wa,Casuarina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Caversham-6055-wa,Caversham,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,235000,380000,302500,225000,225000,298500,298500,298500,298500,298500,372000,372000,5,3,2,2,1,2,2,2,2,2,3,3
https://www.realestate.com.au/neighbourhoods/Champion%20Lakes-6111-wa,Champion Lakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Chittering-6084-wa,Chittering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Churchlands-6018-wa,Churchlands,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,480000,480000,525000,512500,500000,500000,495000,499500,495000,497250,475000,495000,25,25,23,22,21,29,27,25,25,22,20,21
https://www.realestate.com.au/neighbourhoods/City%20Beach-6015-wa,City Beach,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,860000,870000,875000,880000,880000,880000,875000,875000,875000,875000,875000,875000,2,3,2,3,3,3,4,4,4,4,4,4
https://www.realestate.com.au/neighbourhoods/Claremont%20North-6010-wa,Claremont North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Claremont-6010-wa,Claremont,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,735000,735000,737500,732500,720000,711000,702000,699500,695000,695000,673000,673000,97,100,98,98,91,92,91,82,77,77,69,69
https://www.realestate.com.au/neighbourhoods/Clarkson-6030-wa,Clarkson,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,373000,369500,374000,397000,375000,377500,375000,380000,380000,401500,406500,406500,27,26,28,29,27,28,27,25,27,26,26,26
https://www.realestate.com.au/neighbourhoods/Cloverdale-6105-wa,Cloverdale,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,425000,422500,427000,425000,447000,429000,419500,419500,410000,410000,410000,410000,16,16,14,13,10,11,10,10,9,9,7,7
https://www.realestate.com.au/neighbourhoods/College%20Grove-6230-wa,College Grove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Como-6152-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,537000,535000,535000,535000,535000,530000,525000,520000,520000,520000,520000,520000,187,195,194,192,191,184,173,168,164,160,153,153
https://www.realestate.com.au/neighbourhoods/Connolly-6027-wa,Connolly,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,430000,425000,430000,459500,469500,489000,479000,459500,475500,482000,485500,485500,11,9,9,10,12,11,12,10,12,11,10,10
https://www.realestate.com.au/neighbourhoods/Coodanup-6210-wa,Coodanup,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,104000,104000,104000,104000,104000,104000,107000,104000,104000,104000,108000,108000,12,12,12,12,12,12,13,12,12,12,8,8
https://www.realestate.com.au/neighbourhoods/Coogee-6166-wa,Coogee,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,300000,430000,430000,430000,430000,430000,430000,430000,560000,560000,560000,560000,1,2,2,2,2,2,2,2,1,1,1,1
https://www.realestate.com.au/neighbourhoods/Coolbellup-6163-wa,Coolbellup,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,321750,325250,322500,260000,260000,260000,260000,260000,260000,260000,260000,260000,16,18,19,26,28,27,28,26,27,26,26,26
https://www.realestate.com.au/neighbourhoods/Coolbinia-6050-wa,Coolbinia,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,410000,465000,465000,465000,465000,465000,465000,465000,592500,592500,592500,592500,4,5,3,3,3,3,3,3,2,2,2,2
https://www.realestate.com.au/neighbourhoods/Cooloongup-6168-wa,Cooloongup,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,276500,275000,275000,282500,282500,285000,285000,282500,292000,292000,304500,304500,8,7,7,10,10,11,11,12,10,10,8,8
https://www.realestate.com.au/neighbourhoods/Coolup-6214-wa,Coolup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Cottesloe-6011-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,800000,830000,830000,830000,802500,817500,857000,892000,912500,811000,811000,811000,35,37,37,35,38,38,38,42,42,43,41,41
https://www.realestate.com.au/neighbourhoods/Craigie-6025-wa,Craigie,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,402000,402000,383750,372500,383750,395000,406500,418000,418000,418000,418000,418000,7,7,4,3,4,5,4,3,3,3,3,3
https://www.realestate.com.au/neighbourhoods/Crawley-6009-wa,Crawley,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,625000,625000,675000,730000,760440,780440,795000,795000,990000,103700,103700,103700,37,34,34,35,40,38,39,40,38,35,35,35
https://www.realestate.com.au/neighbourhoods/Cullacabardee-6067-wa,Cullacabardee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Currambine-6028-wa,Currambine,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,385000,387500,385000,385000,385000,385000,385000,387500,390000,392500,392500,392500,21,22,23,23,22,19,17,16,15,13,11,11
https://www.realestate.com.au/neighbourhoods/Daglish-6008-wa,Daglish,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,626000,622000,511000,726000,622000,622000,622000,536000,622000,622000,622000,622000,4,5,4,4,3,3,3,4,5,5,5,5
https://www.realestate.com.au/neighbourhoods/Dalkeith-6009-wa,Dalkeith,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,110750,110750,125000,107500,107500,107500,107500,107500,107500,107500,125000,125000,6,6,5,2,2,2,2,2,2,2,1,1
https://www.realestate.com.au/neighbourhoods/Dalyellup-6230-wa,Dalyellup,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,288000,288000,288000,288000,288000,288000,272000,256000,256000,256000,256000,256000,3,3,3,3,3,5,4,2,3,3,3,3
https://www.realestate.com.au/neighbourhoods/Darch-6065-wa,Darch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Darling%20Downs-6122-wa,Darling Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Darlington-6070-wa,Darlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Davenport-6230-wa,Davenport,,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Dianella-6059-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,437500,437500,426500,425000,425500,420000,420000,418000,415769,410000,411000,411000,46,46,42,41,42,45,49,48,46,43,44,44
https://www.realestate.com.au/neighbourhoods/Doubleview-6018-wa,Doubleview,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,475000,503500,517000,520000,540000,550000,514000,530000,540000,540000,560000,560000,33,36,39,41,38,39,40,41,38,38,34,34
https://www.realestate.com.au/neighbourhoods/Dudley%20Park-6210-wa,Dudley Park,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,253500,308500,257000,255000,255000,256000,256000,265000,310000,287500,287500,287500,30,26,27,27,31,32,30,31,27,28,26,26
https://www.realestate.com.au/neighbourhoods/Duncraig-6023-wa,Duncraig,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,492500,545000,670000,670000,670000,670000,670000,577500,577500,577500,539000,539000,2,1,1,1,1,1,1,2,2,2,3,3
https://www.realestate.com.au/neighbourhoods/Dwellingup-6213-wa,Dwellingup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/East%20Bunbury-6230-wa,East Bunbury,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,316000,318000,318000,353000,375000,364000,353000,364000,353000,322750,283750,283750,17,16,16,15,13,12,13,14,13,12,8,8
https://www.realestate.com.au/neighbourhoods/East%20Fremantle-6158-wa,East Fremantle,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,591000,604000,617000,617000,603500,672500,680000,672500,680000,695000,680000,680000,21,20,23,23,26,28,27,26,25,26,23,23
https://www.realestate.com.au/neighbourhoods/East%20Perth-6004-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,600000,581000,563750,570000,570000,557000,555000,552500,557500,570000,557500,557500,314,298,300,300,293,281,275,268,264,253,232,232
https://www.realestate.com.au/neighbourhoods/East%20Rockingham-6168-wa,East Rockingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/East%20Victoria%20Park-6101-wa,East Victoria Park,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,485000,475000,470000,475000,472500,470000,470000,468750,465000,470000,470000,470000,41,43,41,42,50,50,49,46,46,46,46,46
https://www.realestate.com.au/neighbourhoods/Eaton-6232-wa,Eaton,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,323000,320900,319900,319900,319900,319900,319450,319450,319900,319900,312450,312450,22,26,27,24,24,25,24,22,19,17,18,18
https://www.realestate.com.au/neighbourhoods/Eden%20Hill-6054-wa,Eden Hill,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,359000,359000,352000,342500,342500,342500,342500,342500,340000,337500,337500,337500,9,9,10,8,8,8,8,8,9,6,6,6
https://www.realestate.com.au/neighbourhoods/Edgewater-6027-wa,Edgewater,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,485500,279000,279000,279000,279000,279000,279000,332000,332000,332000,332000,332000,1,1,1,1,1,1,1,3,5,5,5,5
https://www.realestate.com.au/neighbourhoods/Eglinton-6034-wa,Eglinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Ellenbrook-6069-wa,Ellenbrook,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,402000,407000,409000,409000,409000,409000,414000,409000,409000,409000,409000,409000,28,26,22,20,18,15,10,8,9,8,8,8
https://www.realestate.com.au/neighbourhoods/Embleton-6062-wa,Embleton,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,360000,370000,360000,370000,372500,375000,375000,350000,350000,350000,350000,350000,6,7,6,7,6,5,3,4,4,4,4,4
https://www.realestate.com.au/neighbourhoods/Erskine-6210-wa,Erskine,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,330000,335000,330000,330000,330000,331000,330000,331000,332000,333500,333500,333500,19,20,21,20,21,22,23,20,19,16,18,18
https://www.realestate.com.au/neighbourhoods/Etmilyn-6213-wa,Etmilyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Fairbridge-6208-wa,Fairbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Falcon-6210-wa,Falcon,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,234000,212500,212500,212500,224250,236000,212500,212000,212000,212000,212250,212250,12,15,15,15,14,13,11,9,7,7,8,8
https://www.realestate.com.au/neighbourhoods/Ferndale-6148-wa,Ferndale,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,415000,420000,417500,408500,402000,402000,392500,392500,383000,402000,402000,402000,11,11,10,12,13,13,12,12,11,9,9,9
https://www.realestate.com.au/neighbourhoods/Floreat-6014-wa,Floreat,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,972500,942500,942500,100750,965000,965000,965000,965000,965000,965000,965000,965000,4,6,6,6,5,5,5,5,5,6,6,6
https://www.realestate.com.au/neighbourhoods/Forrestdale-6112-wa,Forrestdale,,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,,,330000,330000,330000,330000,330000,330000,330000,330000,330000,,,,1,1,1,1,1,1,1,1,1,,,
https://www.realestate.com.au/neighbourhoods/Forrestfield-6058-wa,Forrestfield,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,329500,341600,341600,341600,340000,343200,344100,345000,345000,345000,345000,345000,12,16,16,16,15,15,20,21,22,23,22,22
https://www.realestate.com.au/neighbourhoods/Fremantle-6160-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,592500,580000,580000,600000,600000,600000,605000,612500,600000,615000,620000,620000,96,97,95,95,100,97,96,92,90,84,79,79
https://www.realestate.com.au/neighbourhoods/Gabbadah-6041-wa,Gabbadah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Garden%20Island-6168-wa,Garden Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Gelorup-6230-wa,Gelorup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Gidgegannup-6083-wa,Gidgegannup,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,730000,730000,730000,730000,730000,730000,730000,129000,129000,129000,129000,129000,2,2,2,2,2,2,2,1,1,1,1,1
https://www.realestate.com.au/neighbourhoods/Girrawheen-6064-wa,Girrawheen,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,324750,330000,330000,330000,330000,325000,330000,325000,327500,327500,320000,320000,32,31,29,30,30,25,21,23,22,22,19,19
https://www.realestate.com.au/neighbourhoods/Glen%20Forrest-6071-wa,Glen Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Glen%20Iris-6230-wa,Glen Iris,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,295000,295000,295000,295000,295000,295000,295000,254000,254000,254000,250000,250000,10,10,10,9,10,9,7,2,2,2,1,1
https://www.realestate.com.au/neighbourhoods/Glendalough-6016-wa,Glendalough,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,335000,332500,332500,335000,335000,339000,339000,340000,339500,339500,340000,340000,42,40,42,45,47,43,41,37,36,38,37,37
https://www.realestate.com.au/neighbourhoods/Golden%20Bay-6174-wa,Golden Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Gooseberry%20Hill-6076-wa,Gooseberry Hill,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,322500,325000,325000,325000,327500,327500,330000,360000,360000,360000,360000,360000,2,3,3,3,4,4,3,2,2,2,2,2
https://www.realestate.com.au/neighbourhoods/Gosnells-6110-wa,Gosnells,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,315000,315000,320000,310000,313000,320000,313000,311000,305000,299000,299000,299000,33,29,26,23,20,18,20,17,16,15,11,11
https://www.realestate.com.au/neighbourhoods/Greenfields-6210-wa,Greenfields,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,253500,257000,245000,240000,240000,222000,235000,240000,240000,245000,245000,245000,10,11,13,12,10,10,9,10,10,11,10,10
https://www.realestate.com.au/neighbourhoods/Greenmount-6056-wa,Greenmount,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,,,,,,,,450000,475000,475000,500000,500000,,,,,,,,3,2,2,1,1,,,,,,,
https://www.realestate.com.au/neighbourhoods/Greenwood-6024-wa,Greenwood,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,447500,447500,469000,480000,480000,480000,474500,469000,469000,469000,469000,469000,4,4,5,5,5,5,6,7,7,7,7,7
https://www.realestate.com.au/neighbourhoods/Guilderton-6041-wa,Guilderton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Guildford-6055-wa,Guildford,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,425000,425000,425000,425000,425000,425000,450000,450000,450000,450000,450000,450000,9,9,9,8,8,8,11,8,7,7,7,7
https://www.realestate.com.au/neighbourhoods/Gwelup-6018-wa,Gwelup,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,,,,420000,420000,420000,560000,560000,587500,587500,587500,587500,,,,7,5,5,3,3,2,2,2,2,,,
https://www.realestate.com.au/neighbourhoods/Hacketts%20Gully-6076-wa,Hacketts Gully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Halls%20Head-6210-wa,Halls Head,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,380000,395000,350000,326000,317500,315000,315000,315000,312500,312500,317500,317500,27,23,25,27,28,26,29,31,32,30,30,30
https://www.realestate.com.au/neighbourhoods/Hamersley-6022-wa,Hamersley,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,313750,440000,440000,470000,470000,640000,640000,470000,470000,470000,470000,470000,2,2,2,1,1,2,2,3,3,3,3,3
https://www.realestate.com.au/neighbourhoods/Hamilton%20Hill-6163-wa,Hamilton Hill,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,410000,410000,405000,410000,388000,390000,385000,379000,372500,365000,365000,365000,53,55,53,54,56,57,55,58,52,53,47,47
https://www.realestate.com.au/neighbourhoods/Hammond%20Park-6164-wa,Hammond Park,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,502500,505000,510000,510000,508750,506250,505000,505000,506250,507500,507500,507500,6,7,7,7,8,10,10,9,8,7,7,7
https://www.realestate.com.au/neighbourhoods/Hazelmere-6055-wa,Hazelmere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Heathridge-6027-wa,Heathridge,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,392250,392250,392250,424500,415000,415000,382500,360000,360000,360000,360000,,2,2,2,1,3,3,4,5,5,5,5,
https://www.realestate.com.au/neighbourhoods/Helena%20Valley-6056-wa,Helena Valley,,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,,,,483750,483750,483750,483750,483750,467500,467500,467500,,,,,2,2,2,2,2,3,3,3,,,,
https://www.realestate.com.au/neighbourhoods/Henderson-6166-wa,Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Henley%20Brook-6055-wa,Henley Brook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Herne%20Hill-6056-wa,Herne Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/High%20Wycombe-6057-wa,High Wycombe,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,262500,262500,262500,265000,265000,265000,265000,335000,260000,356500,453000,453000,10,10,10,9,9,7,7,4,3,2,1,1
https://www.realestate.com.au/neighbourhoods/Highgate-6003-wa,Highgate,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,485000,495000,480000,480000,480000,476437,480000,480000,505000,520000,572500,572500,53,53,45,49,46,48,50,51,45,45,40,40
https://www.realestate.com.au/neighbourhoods/Hillarys-6025-wa,Hillarys,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,550000,577500,577500,577500,590000,602500,585000,590000,590000,505000,505000,505000,7,8,8,8,7,8,10,9,9,9,9,9
https://www.realestate.com.au/neighbourhoods/Hillman-6168-wa,Hillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Hilton-6163-wa,Hilton,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,405000,475000,475000,520000,550000,535000,535000,535000,520000,520000,475000,475000,10,8,8,7,5,6,6,6,5,5,4,4
https://www.realestate.com.au/neighbourhoods/Hocking-6065-wa,Hocking,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,,,,,,,,,440000,440000,440000,440000,,,,,,,,,1,1,1,1,,,,,,,,
