links,title,subur_name,unit_mly_jan,unit_mly_feb,unit_mly_mar,unit_mly_apr,unit_mly_may,unit_mly_jun,unit_mly_jul,unit_mly_aug,unit_mly_sep,unit_mly_oct,unit_mly_nov,unit_mly_dec,unit_mly_p_jan,unit_mly_p_feb,unit_mly_p_mar,unit_mly_p_apr,unit_mly_p_may,unit_mly_p_jun,unit_mly_p_jul,unit_mly_p_aug,unit_mly_p_sep,unit_mly_p_oct,unit_mly_p_nov,unit_mly_p_dec,unit_mly_nos_jan,unit_mly_nos_feb,unit_mly_nos_mar,unit_mly_nos_apr,unit_mly_nos_may,unit_mly_nos_jun,unit_mly_nos_jul,unit_mly_nos_aug,unit_mly_nos_sep,unit_mly_nos_oct,unit_mly_nos_nov,unit_mly_nos_dec
https://www.realestate.com.au/neighbourhoods/Bertram-6167-wa,Bertram,,2015-01-31,2015-02-28,2015-03-31,,,,,,,,,,340000,340000,340000,,,,,,,,,,3,1,1,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Bibra%20Lake-6163-wa,Bibra Lake,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,320000,345000,345000,352500,367500,352500,377000,379500,379500,390000,415000,415000,41,39,39,38,34,34,30,30,26,23,18,18
https://www.realestate.com.au/neighbourhoods/Bickley-6076-wa,Bickley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Bicton-6157-wa,Bicton,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,546000,538500,550000,550000,555000,535000,542500,535000,520000,512500,512500,512500,44,40,43,43,47,49,50,49,48,44,42,42
https://www.realestate.com.au/neighbourhoods/Binningup-6233-wa,Binningup,,2015-11-30,2015-12-21,,,,,,,,,,,208000,208000,,,,,,,,,,,1,1,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Birchmont-6214-wa,Birchmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Blythewood-6208-wa,Blythewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Booragoon-6154-wa,Booragoon,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,495000,505000,505000,520000,529000,568000,564800,555000,559900,559900,564800,564800,19,15,13,13,10,9,11,11,10,8,7,7
https://www.realestate.com.au/neighbourhoods/Boya-6056-wa,Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Brentwood-6153-wa,Brentwood,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,567500,567500,567500,580000,580000,525000,580000,580000,525000,552500,552500,552500,6,6,6,5,5,5,3,3,3,4,4,4
https://www.realestate.com.au/neighbourhoods/Breton%20Bay-6043-wa,Breton Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Brigadoon-6069-wa,Brigadoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Broadway%20Nedlands-6009-wa,Broadway Nedlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Brookdale-6112-wa,Brookdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Bull%20Creek-6149-wa,Bull Creek,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,562500,522000,522000,522000,546000,522000,522000,522000,522000,569000,569000,569000,4,5,5,5,4,5,5,5,5,6,6,6
https://www.realestate.com.au/neighbourhoods/Bullsbrook-6084-wa,Bullsbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Bunbury-6230-wa,Bunbury,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,457500,455000,455000,457500,452500,455000,450000,430000,430000,435000,440000,440000,50,49,48,48,48,47,47,47,47,44,43,43
https://www.realestate.com.au/neighbourhoods/Burns%20Beach-6028-wa,Burns Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Burswood-6100-wa,Burswood,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,710000,775000,745000,750000,738000,800000,800000,800000,786250,725000,707500,707500,64,58,60,57,56,46,47,44,44,45,44,44
https://www.realestate.com.au/neighbourhoods/Butler-6036-wa,Butler,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,252000,252000,309000,286500,286500,330000,325000,330000,337500,345000,345000,345000,16,16,18,18,18,16,15,16,18,19,19,19
https://www.realestate.com.au/neighbourhoods/Byford-6122-wa,Byford,,2015-01-31,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,,141500,289000,289000,289000,289000,289000,289000,289000,289000,289000,289000,,1,1,1,1,1,1,1,1,1,1,1,
https://www.realestate.com.au/neighbourhoods/Calista-6167-wa,Calista,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,1,1,1,1,1,1,1,3,3,3,3,3
https://www.realestate.com.au/neighbourhoods/Canning%20Bridge%20Applecross-6153-wa,Canning Bridge Applecross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Canning%20Mills-6111-wa,Canning Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Canning%20Vale-6155-wa,,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,260000,275000,275000,344000,352000,360000,480000,475000,475000,505250,505250,505250,18,17,15,15,14,13,10,9,7,6,6,6
https://www.realestate.com.au/neighbourhoods/Cannington-6107-wa,Cannington,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,415000,415000,407000,410000,407000,405000,405000,405000,405000,405000,405000,405000,56,60,62,65,64,66,66,59,51,45,39,39
https://www.realestate.com.au/neighbourhoods/Caraban-6041-wa,Caraban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Carabooda-6033-wa,Carabooda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Cardup-6122-wa,Cardup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realestate.com.au/neighbourhoods/Carey%20Park-6230-wa,Carey Park,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,290000,287500,282500,287500,310000,290000,290000,295000,295000,288750,288750,288750,21,18,16,14,19,22,21,22,22,20,20,20
https://www.realestate.com.au/neighbourhoods/Carine-6020-wa,Carine,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,540000,540000,540000,560000,535000,530000,530000,530000,530000,522500,522500,522500,1,1,1,2,4,5,5,5,5,4,4,4
https://www.realestate.com.au/neighbourhoods/Carlisle-6101-wa,Carlisle,,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-21,491000,491000,480000,480000,497000,510000,510000,510000,510000,509000,508000,508000,32,32,29,30,27,27,27,29,29,26,25,25
